case_number,court,chamber,debtor_name,debtor_cnpj,filing_date,stage,administrator_name,administrator_cnpj,source_url,extracted_at,extracted_by
1147368-84.2023.8.26.0100,TJSP,3º VARA DE FALÊNCIA E RECUPERAÇÕES JUDICIAIS,AÇOFORTE SEGURANÇA E VIGILÂNCIA,,2023-10-19,ACTIVE,ajruiz.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:47Z,datajud-loader
1189223-09.2024.8.26.0100,TJSP,"02 FALENCIAS, RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL",Ativos,,2024-11-28,ACTIVE,ativosajce.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:47Z,datajud-loader
3000117-40.2025.8.06.0512,TJCE,"2ª VARA EMPRESARIAL, DE RECUPERAÇAO DE EMPRESAS E DE FALENCIAS DO ESTADO DO CEARA",- VENEZA SERVIÇOS ADMINISTRATIVOS LTDA,,2025-08-08,ACTIVE,bugarimecoelho.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjce/_search,2026-09-03T22:39:38Z,datajud-loader
4000167-23.2025.8.26.0373,TJSP,Juízo Titular I - Vara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 3ªe 6ª RAJs ,"em epígrafe, vem, respeitosa",,2025-11-26,ACTIVE,ajruiz.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4000332-28.2026.8.26.0408,TJSP,Juízo Titular I - Vara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 3ªe 6ª RAJs ,Distribuidora de Bebidas Maitan Ltda,,2026-01-29,ACTIVE,ajruiz.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4000750-22.2026.8.26.0260,TJSP,"Juízo Titular I - 2ªVara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 1ª,7ªe 9ª RAJs",SCZ Scalzilli Administração Judicial,,2026-04-20,ACTIVE,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4000807-49.2026.8.26.0354,TJSP,Juízo Titular I - Vara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 4ªe10ª RAJs,Nair Kawakami Morioka e Outros – VTL,,2026-06-11,ACTIVE,vtladm.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4027947-44.2026.8.26.0100,TJSP,Juízo Auxiliar - 3ª Vara de Falências e Recuperações Judiciais - Foro Central Cível,Bahia Etanol Holding Ltda,,2026-02-24,ACTIVE,ajruiz.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4039082-53.2026.8.26.0100,TJSP,"Juízo Titular I - 2ªVara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 1ª,7ªe 9ª RAJs",Ativos,,2026-03-12,ACTIVE,ativosajce.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4054599-35.2025.8.26.0100,TJSP,Juízo Auxiliar - 3ª Vara de Falências e Recuperações Judiciais - Foro Central Cível,Ativos,,2025-11-03,ACTIVE,ativosajce.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4077687-05.2025.8.26.0100,TJSP,Juízo Titular II - 2ª Vara de Falências e Recuperações Judiciais - Foro Central Cível,Grupo Pneus Paulista – ACFB,,2025-12-11,ACTIVE,acfb.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
4087055-04.2026.8.26.0100,TJSP,"Juízo Titular I - 1ªVara Reg. Comp. Empresarial e Conflitos à Arbitragem Foro Espec. 1ª,7ªe 9ª RAJs",Ativos,,2026-05-20,ACTIVE,ativosajce.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsp/_search,2026-09-03T22:45:46Z,datajud-loader
5000080-63.2023.8.21.0016,TJRS,Vara Regional Empresarial da Comarca de Santa Rosa,5000080-63.2023.8.21.0016 | CB2D,,2023-01-04,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5000152-26.2023.8.21.0121,TJRS,Vara Regional Empresarial da Comarca de Santa Rosa,5000152-26.2023.8.21.0121 | CB2D,,2023-02-15,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5000333-25.2024.8.24.0536,TJSC,"Vara Regional de Falências, Recuperação Judicial e Extrajudicial de Jaraguá do Sul",5000333-25.2024.8.24.0536 | CB2D,,2024-11-04,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5000908-96.2025.8.24.0536,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,com pedido de tutela de urgência,,2025-11-28,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5000949-63.2025.8.24.0536,TJSC,"Vara Regional de Falências, Recuperação Judicial e Extrajudicial de Jaraguá do Sul",5000949-63.2025.8.24.0536 | CB2D,,2025-12-18,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5001024-38.2024.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,Starkfest Indústria do Vestuário Ltda. - RLG-AJ,,2024-02-05,ACTIVE,rlg-aj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5001449-68.2023.8.21.0024,TJRS,Juizado Regional Empresarial da Comarca de Passo Fundo,5001449-68.2023.8.21.0024 | CB2D,,2023-04-24,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5001625-18.2022.8.24.0018,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,SCZ Scalzilli Administração Judicial,,2022-01-24,CLOSED,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5001888-13.2023.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,nos termos do Plano de Soerguimento a ser submetido oportunamente à aprecia,,2023-02-25,ACTIVE,administradorajudicialgs.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5002620-23.2025.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,EDIR F. DE MARCO TRANSPORTES LTDA,,2025-03-13,ACTIVE,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5003049-91.2026.8.21.0001,TJRS,Vara Regional Empresarial de Porto Alegre,"autos supracitados, em que é Requerente a empresa",,2026-01-08,ACTIVE,credibilita.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5003572-94.2020.8.21.0072,TJRS,1ª Vara Cível da Comarca de Torres,Catalise Administração Judicial,,2020-10-09,ACTIVE,cataliseaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5003874-98.2022.8.21.0090,TJRS,Juizado Regional Empresarial da Comarca de Passo Fundo,5003874-98.2022.8.21.0090 | CB2D,,2022-12-14,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5004592-19.2024.8.21.0028,TJRS,Vara Regional Empresarial da Comarca de Santa Rosa,5004592-19.2024.8.21.0028 | CB2D,,2024-05-13,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5004775-33.2024.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,SCHUMANN MOVEIS E ELETRODOMESTICOS LTDA,,2024-05-02,ACTIVE,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5005840-92.2026.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,DAL SA,,2026-06-01,ACTIVE,rlg-aj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5005954-36.2023.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,GILIOLI – Sgrott Administradora Judicial e Consultoria Empresarial,,2023-06-07,ACTIVE,administradorajudicialgs.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5006131-09.2023.8.24.0113,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca da Capital,requerida por MEGASA,,2023-07-14,ACTIVE,administradorajudicialgs.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5007435-75.2024.8.21.0021,TJRS,Juizado Regional Empresarial da Comarca de Passo Fundo,5007435-75.2024.8.21.0021 | CB2D,,2024-03-11,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5008465-92.2023.8.24.0023,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca da Capital,formulado por SELLETA SERVICOS LTDA,,2023-01-26,ACTIVE,credibilita.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5008550-51.2025.8.08.0024,TJES,VARA DE RECUPERAÇÃO JUDICIAL E FALÊNCIA - VITÓRIA,GRUPO MDG CREMASCO MEDICINA DIAGNÓSTICA LTDA,,2025-03-10,ACTIVE,rlg-aj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjes/_search,2026-09-03T22:39:56Z,datajud-loader
5008630-83.2025.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,Grupo Madeireira Madefus - RLG-AJ,,2025-09-03,ACTIVE,rlg-aj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5008793-34.2023.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,AZEPLAST INDÚSTRIA E COMÉRCIO LTDA,,2023-08-16,ACTIVE,ajruiz.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5008828-91.2023.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,ALIMENTOS UNIBON INDÚSTRIA E COMÉRCIO LTDA,,2023-08-17,ACTIVE,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5009149-92.2024.8.24.0019,TJSC,Vara Regional de Falências e Recuperações Judiciais e Extrajudiciais da Comarca de Concórdia,Suinocultura Kunzler - RLG-AJ,,2024-08-30,ACTIVE,rlg-aj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjsc/_search,2026-09-03T22:44:46Z,datajud-loader
5009369-87.2022.8.21.0005,TJRS,Vara Regional Empresarial da Comarca de Caxias do Sul,5009369-87.2022.8.21.0005 | CB2D,,2022-08-16,ACTIVE,cb2d.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5009671-74.2022.8.21.0019,TJRS,Vara Regional Empresarial da Comarca de Novo Hamburgo,Catalise Administração Judicial,,2022-05-04,ACTIVE,cataliseaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
5009856-38.2024.8.21.0021,TJRS,Juizado Regional Empresarial da Comarca de Passo Fundo,"ora apresentado, requer o Grupo Recuperando que Vossa",,2024-03-28,ACTIVE,scalzilliaj.com.br,,https://api-publica.datajud.cnj.jus.br/api_publica_tjrs/_search,2026-09-03T22:44:35Z,datajud-loader
