doc_id,case_number,doc_type,publication_date,source_url,file_path,pages,printed_total_by_class,status,strategy,layout_id,notes,extracted_at,extracted_by
c178292f19b3134a2eb16bff9088e00f111d4b72,0302174-63.2015.8.24.0025,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/doc-02-relacao-de-credores-2.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/c178292f19b3134a.pdf,4,[],OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=NO_TOTAL,2026-09-03T23:19:43Z,ingest
849d4fe5adce792f073eb0cbe52a2f1d8075a473,0007565-40.2020.8.17.2370,QGC,2026-01-28,https://recuperacaojudicial.squarespace.com/s/RJ-Credimoveis-QGC-01082025.pdf,/home/user/Anteparo/data/pdfs/recuperacaojudicial.squarespace.com/849d4fe5adce792f.pdf,20,"[{""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 5, ""section"": 1}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""39286305.82"", ""count"": null, ""page"": 5, ""section"": 2}, {""class"": ""IV"", ""currency"": ""BRL"", ""total"": ""1613545.09"", ""count"": null, ""page"": 5, ""section"": 3}, {""class"": ""IV"", ""currency"": ""BRL"", ""total"": ""43441083.74"", ""count"": null, ""page"": 5, ""section"": 3}, {""class"": null, ""currency"": ""BRL"", ""total"": ""36037683.22"", ""count"": null, ""page"": 5, ""section"": 4}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 6, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 7, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 8, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 9, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 10, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 11, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 12, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 13, ""section"": -1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2541232.83"", ""count"": null, ""page"": 14, ""section"": -1}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""39286305.82"", ""count"": null, ""page"": 15, ""section"": -1}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""39286305.82"", ""count"": null, ""page"": 16, ""section"": -1}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""39286305.82"", ""count"": null, ""page"": 17, ""section"": -1}, {""class"": ""IV"", ""currency"": ""BRL"", ""total"": ""1613545.09"", ""count"": null, ""page"": 18, ""section"": -1}, {""class"": null, ""currency"": ""BRL"", ""total"": ""21045440.30"", ""count"": null, ""page"": 19, ""section"": -1}, {""class"": null, ""currency"": ""BRL"", ""total"": ""14992242.92"", ""count"": null, ""page"": 20, ""section"": -1}]",OK,TABLE,TABLE_RULED,prose_signal=0; classIII=PASS,2026-09-03T23:19:43Z,ingest
206dfa70c8876fa9990d96bb18923b0ca6fd754d,0077403-37.2025.8.17.2001,AJ_LIST,2026-07-22,https://diligence.adm.br/wp-content/plugins/download-attachments/includes/download.php?id=6284,/home/user/Anteparo/data/pdfs/diligence.adm.br/206dfa70c8876fa9.pdf,5,"[{""class"": ""II"", ""currency"": ""BRL"", ""total"": ""5243244.64"", ""count"": 1, ""page"": 3, ""section"": 1}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""73953.93"", ""count"": 3, ""page"": 3, ""section"": 2}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""182674.62"", ""count"": 7, ""page"": 4, ""section"": 3}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""119786.74"", ""count"": 2, ""page"": 4, ""section"": 4}, {""class"": ""I"", ""currency"": ""BRL"", ""total"": ""2032295.65"", ""count"": 44, ""page"": 4, ""section"": 5}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""1159834.67"", ""count"": 5, ""page"": 5, ""section"": 6}]",OK,PROSE,PROSE,prose_signal=53; classIII=PASS,2026-09-03T23:19:43Z,ingest
514a4c8b84cc912139f36acd95cc98182f3c363c,0300471-34.2014.8.24.0025,DEBTOR_LIST,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/doc-04-publicacao-da-decisao-e-da-relacao-de-credores-11-12-15.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/514a4c8b84cc9121.pdf,3,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:19:43Z,ingest
0e76d2c8292e4e6c32311e6848dc3c8ca589e845,0089327-55.2019.8.17.2001,QGC,,https://diligence.adm.br/wp-content/uploads/2024/05/Relacao-de-Credores-Classe-I-1.pdf,/home/user/Anteparo/data/pdfs/diligence.adm.br/0e76d2c8292e4e6c.pdf,5,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:19:43Z,ingest
7dd3b1fd77656ced4a300182dd404d61afe55ecf,0807101-83.2016.8.12.0002,DEBTOR_LIST,2021-10-07,https://www.vcpericia.com.br/wp-content/uploads/2024/07/DJ_2022.01.10_Edital-venda-Grupo-Sao-Fernando.pdf,/home/user/Anteparo/data/pdfs/vcpericia.com.br/7dd3b1fd77656ced.pdf,3,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:19:43Z,ingest
c18c13f512bba1402a6e899cddd20a5bb3b7a94e,0089327-55.2019.8.17.2001,QGC,,https://diligence.adm.br/wp-content/uploads/2024/05/Relacao-de-Credores-Classe-III-1.pdf,/home/user/Anteparo/data/pdfs/diligence.adm.br/c18c13f512bba140.pdf,5,[],OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; classIII=NO_TOTAL,2026-09-03T23:19:43Z,ingest
14021b3f119c0d4b352bdf4b93f853bd877d9ed3,0023643-13.2006.8.24.0008,QGC,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/doc-05-edital-de-publicacao-relacao-de-credores-24-06-16.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/14021b3f119c0d4b.pdf,8,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:19:46Z,ingest
672cbd66be819f4cdf6ab38ec237ee11d4811c18,0843102-61.2020.8.15.2001,UNKNOWN,2021-09-30,https://lrflideres.com.br/wp-content/plugins/download-attachments/includes/download.php?id=3977,/home/user/Anteparo/data/pdfs/lrflideres.com.br/672cbd66be819f4c.pdf,2,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
e00c60a5d7eca8daad7c793202009fb887dccc37,0089327-55.2019.8.17.2001,QGC,,https://diligence.adm.br/wp-content/uploads/2024/05/Relacao-de-Credores-Classe-IV-1.pdf,/home/user/Anteparo/data/pdfs/diligence.adm.br/e00c60a5d7eca8da.pdf,3,[],OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
71e80c900039bc4df9da64f36defd77962bc86a8,0089327-55.2019.8.17.2001,UNKNOWN,2024-05-31,https://diligence.adm.br/wp-content/plugins/download-attachments/includes/download.php?id=4538,/home/user/Anteparo/data/pdfs/diligence.adm.br/71e80c900039bc4d.pdf,133,"[{""class"": null, ""currency"": ""BRL"", ""total"": ""125570.72"", ""count"": null, ""page"": 71, ""section"": 0}]",OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; classIII=NO_TOTAL,2026-09-03T23:20:01Z,ingest
8390315c70a8822e0fe92083efdeaa5c253a2110,0002141-48.2013.8.24.0048,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/relacao-de-credores-recuperanda.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/8390315c70a8822e.pdf,17,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
2addeeb30162fa2dd6a0c91d0d72cc6acc709196,5007759-79.2016.8.21.0010,UNKNOWN,,https://scalzilliaj.com.br/sgc/download.php?file=files/processo_documento/processo_documento11070607012022_1_.pdf&nome=05 - Plano de recuperação judicial,/home/user/Anteparo/data/pdfs/scalzilliaj.com.br/2addeeb30162fa2d.pdf,86,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
d311233c3d3faa0dfb32fe5495386cca1a884cf7,0002141-48.2013.8.24.0048,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/relacao-de-credores-recuperanda-2.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/d311233c3d3faa0d.pdf,18,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
da02945cb2e80fb37f627535bbfd02e4826993d4,0002141-48.2013.8.24.0048,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/relacao-de-credores-adm-jud-1.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/da02945cb2e80fb3.pdf,7,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:01Z,ingest
a461d54c1840408e156bd63ff7204e2efd5d802c,0022845-08.2013.8.24.0008,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/relacao-de-credores-da-recuperanda-1.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/a461d54c1840408e.pdf,43,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:43Z,ingest
e8d238b5c9cef705fe14fe12acb5758eb6efbe0a,5007759-79.2016.8.21.0010,UNKNOWN,,https://scalzilliaj.com.br/sgc/download.php?file=files/processo_documento/processo_documento11260207012022_1_.pdf&nome=09 - Modificativo do plano de recuperação judicial,/home/user/Anteparo/data/pdfs/scalzilliaj.com.br/e8d238b5c9cef705.pdf,11,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:43Z,ingest
cd4d5c0f8200bcf0abbbf8c65b8b5b21ba54e9f3,0022845-08.2013.8.24.0008,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/advogados-sgrott-relacao-credores-aj-trabalhista.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/cd4d5c0f8200bcf0.pdf,1,"[{""class"": ""I"", ""currency"": ""BRL"", ""total"": ""3874.67"", ""count"": null, ""page"": 1, ""section"": 1}]",OK,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:43Z,ingest
22ac347cfe4f3e48e90db5c47651fa72cb987cca,0022845-08.2013.8.24.0008,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/advogados-sgrott-doc-22-relacao-de-credores-do-administrador-judicial-classe-iii-05-02-14.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/22ac347cfe4f3e48.pdf,6,"[{""class"": ""III"", ""currency"": ""BRL"", ""total"": ""15198808.49"", ""count"": null, ""page"": 6, ""section"": 1}]",OK,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=PASS,2026-09-03T23:20:50Z,ingest
7868fd92fff709cd5a3526ece106a362024999ea,5009856-38.2024.8.21.0021,HOMOLOG,2024-08-22,https://scalzilliaj.com.br/sgc/download.php?file=files/processo_documento/processo_documento11023922082024_1_.pdf&nome=09 - Plano de recuperação judicial,/home/user/Anteparo/data/pdfs/scalzilliaj.com.br/7868fd92fff709cd.pdf,85,[],OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=1; classIII=NO_ROWS,2026-09-03T23:20:50Z,ingest
7dc4b6cc0e2b2d02cbb2a4b33ae8dfdb3bfe783c,0022845-08.2013.8.24.0008,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/08/advogados-sgrott-relacao-credores-aj-garantia-real.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/7dc4b6cc0e2b2d02.pdf,1,"[{""class"": ""II"", ""currency"": ""BRL"", ""total"": ""1721891.13"", ""count"": null, ""page"": 1, ""section"": 1}]",OK,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:50Z,ingest
e92da88430b1d2f7fa1f0344db1903471bec057e,0089327-55.2019.8.17.2001,UNKNOWN,2024-05-31,https://diligence.adm.br/wp-content/plugins/download-attachments/includes/download.php?id=4554,/home/user/Anteparo/data/pdfs/diligence.adm.br/e92da88430b1d2f7.pdf,14,"[{""class"": ""I"", ""currency"": ""BRL"", ""total"": null, ""count"": null, ""page"": 9, ""section"": 1}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": null, ""count"": null, ""page"": 11, ""section"": 2}, {""class"": ""IV"", ""currency"": ""BRL"", ""total"": null, ""count"": null, ""page"": 12, ""section"": 3}]",OK_NO_TOTALS,PROSE,PROSE,prose_signal=0; fell back to PROSE; classIII=NO_TOTAL,2026-09-03T23:20:50Z,ingest
d249243f41b50109545e812acd359c56bd0f45dc,0000357-47.2014.8.24.0033,AJ_LIST,,https://administradorajudicialgs.com.br/wp-content/uploads/2023/07/doc-07-relacao-de-credores-do-administrador-judicial.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/d249243f41b50109.pdf,4,"[{""class"": null, ""currency"": ""BRL"", ""total"": ""35447883.44"", ""count"": null, ""page"": 4, ""section"": 0}]",OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:50Z,ingest
4031ec133da006fe79aeaed70384107f3aa16a58,0000357-47.2014.8.24.0033,DEBTOR_LIST,2014-02-27,https://administradorajudicialgs.com.br/wp-content/uploads/2023/07/doc-08-publicacao-do-recebimento-do-plano-e-da-relacao-de-credores-do-administrador-23-06-14.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/4031ec133da006fe.pdf,5,[],OK_NO_TOTALS,PROSE,PROSE,prose_signal=0; fell back to PROSE; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:20:55Z,ingest
a15d1025d8323510fff232706ec0f616c2d96203,0011441-85.2025.8.17.2480,UNKNOWN,,https://diligence.adm.br/wp-content/plugins/download-attachments/includes/download.php?id=5613,/home/user/Anteparo/data/pdfs/diligence.adm.br/a15d1025d8323510.pdf,4,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:21:06Z,ingest
0330e72a6dfd789bb5351e4941fe4d7673b209e0,0005010-50.2013.8.24.0026,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2024/12/4-relacao-de-credores-recuperanda.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/0330e72a6dfd789b.pdf,180,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:21:06Z,ingest
ecb9e93b23ac14bcd5cecbddbfe8211087026e05,0005010-50.2013.8.24.0026,UNKNOWN,,https://administradorajudicialgs.com.br/wp-content/uploads/2024/12/5-relacao-de-credores-adm-jud.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/ecb9e93b23ac14bc.pdf,27,[],NO_TEXT_LAYER,NONE,,NO_TEXT_LAYER: needs OCR; CASE_FROM_PAGE; classIII=NO_ROWS,2026-09-03T23:21:06Z,ingest
0a597f6ae3241d2120ccfacdae66d4dea83d8a8b,0276159-86.2022.8.06.0001,UNKNOWN,,https://bugarimecoelho.com.br/ws/media-library/acb4bec624ec4fc7b485528b26bad747/3.-relacao-credores-1.pdf,/home/user/Anteparo/data/pdfs/bugarimecoelho.com.br/0a597f6ae3241d21.pdf,2,"[{""class"": ""I"", ""currency"": ""BRL"", ""total"": ""174887.48"", ""count"": null, ""page"": 1, ""section"": 1}, {""class"": ""II"", ""currency"": ""BRL"", ""total"": ""5421173.64"", ""count"": null, ""page"": 1, ""section"": 3}, {""class"": ""III"", ""currency"": ""BRL"", ""total"": ""17546379.23"", ""count"": null, ""page"": 2, ""section"": 5}, {""class"": ""IV"", ""currency"": ""BRL"", ""total"": ""245686.31"", ""count"": null, ""page"": 2, ""section"": 7}]",OK,TABLE,TABLE_BANDS,prose_signal=0; classIII=PASS,2026-09-03T23:21:06Z,ingest
ea17ba43b2611e60da78d77cd10f534a8d7ffa56,0005010-50.2013.8.24.0026,UNKNOWN,2025-03-25,https://administradorajudicialgs.com.br/wp-content/uploads/2024/12/relacao-de-credores-da-falida.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/ea17ba43b2611e60.pdf,20,"[{""class"": null, ""currency"": ""BRL"", ""total"": ""15244549.16"", ""count"": null, ""page"": 12, ""section"": 0}, {""class"": null, ""currency"": ""BRL"", ""total"": ""129410755.13"", ""count"": null, ""page"": 12, ""section"": 1}, {""class"": null, ""currency"": ""BRL"", ""total"": ""76821984.08"", ""count"": null, ""page"": 19, ""section"": 2}, {""class"": null, ""currency"": ""BRL"", ""total"": ""7007699.39"", ""count"": null, ""page"": 19, ""section"": 3}, {""class"": null, ""currency"": ""BRL"", ""total"": ""415936.61"", ""count"": null, ""page"": 20, ""section"": 4}]",OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; classIII=NO_TOTAL,2026-09-03T23:21:06Z,ingest
355910f41079f720c7a03e87cc35697bfa43cd6f,0276159-86.2022.8.06.0001,AJ_LIST,,https://bugarimecoelho.com.br/ws/media-library/9dd3a0ca6a154326944a0ffe0980e0ac/4.-retificacao-da-relacao-de-credores-1.pdf,/home/user/Anteparo/data/pdfs/bugarimecoelho.com.br/355910f41079f720.pdf,1,[],OK_NO_TOTALS,TABLE,TABLE_BANDS,prose_signal=0; classIII=NO_ROWS,2026-09-03T23:21:06Z,ingest
9ce2feaa45a9b508cf3f7631d7c52b015813337c,5100227-29.2022.8.24.0023,UNKNOWN,2018-11-26,https://administradorajudicialgs.com.br/wp-content/uploads/2024/10/relacao-de-credores-da-recuperanda.pdf,/home/user/Anteparo/data/pdfs/administradorajudicialgs.com.br/9ce2feaa45a9b508.pdf,1,[],OK_NO_TOTALS,TABLE,TABLE_RULED,prose_signal=0; CASE_FROM_PAGE; classIII=NO_TOTAL,2026-09-03T23:21:06Z,ingest
